surname,strength,surname_clean,surname_eng
सिराजुद्दीन,1,सिराजुद्दीन,Sirajuddin
सिव,1,सिव,Siva
सिवली,1,सिवली,Sivali
सिशोदिया,1,सिशोदिया,Sishodiya
सिह,165,सिह,Sih
सिह.,7,सिह,Sih
सिहं,2,सिहं,Sihan
सिहन्घ,1,सिहन्घ,Sihangh
सी,3,सी,Sea
सींह,1,सींह,Singh
सीघ,3,सीघ,Sigh
सुंदर,2,सुंदर,Sundar
सुखत,1,सुखत,Sukhat
सुग्िकर,1,सुग्िकर,Sugkir
सुघंसु,1,सुघंसु,Sughansu
सुघरी,4,सुघरी,Sughri
सुघांशु,4,सुघांशु,Sughanshu
सुघाड़ी,2,सुघाड़ी,Sughadi
सुघाडी,4,सुघाडी,Sughadi
सुघारी,3,सुघारी,Sughari
सुजायत,5,सुजायत,Sujayat
सुद,1,सुद,Sud
सुदर्शन,2,सुदर्शन,Sudarshan
सुदी,2,सुदी,Sudi
सुदीन,2,सुदीन,Sudin
सुधरी,21,सुधरी,Sudhri
सुधांशु,1,सुधांशु,Sudhanshu
सुधाकर,7,सुधाकर,Sudhakar
सुधारी,158,सुधारी,Sudhari
सुधाशु,1,सुधाशु,Sudhashu
सुधीर,3,सुधीर,Sudhir
सुनैवर,1,सुनैवर,Sunaivar
सुन्दर,5,सुन्दर,Sundara
सुफ़ीयान,1,सुफ़ीयान,Sufiyan
सुफियान,5,सुफियान,Sufiyan
सुबहान,2,सुबहान,Subahan
सुभान,48,सुभान,Subhan
सुभानी,1,सुभानी,Subhani
सुभाष,2,सुभाष,Subhash
सुमन,48,सुमन,Suman
सुमना,1,सुमना,Sumana
सुमान,2,सुमान,Suman
सुरें,1,सुरें,Suren
सुरेंदर,1,सुरेंदर,Surender
सुर्नकर,2,सुर्नकर,Surnakar
सुर्निकर,3,सुर्निकर,Surnikar
सुलतान,14,सुलतान,Sultan
सुलेमान,36,सुलेमान,Suleiman
सुल्तान,10,सुल्तान,Sultan
सुशिल,3,सुशिल,Sushil
सुशील,2,सुशील,Sushil
सुहैल,2,सुहैल,Suhail
सूफियान,1,सूफियान,Sufiyan
सूफी,1,सूफी,Soophi
सूरखाब,1,सूरखाब,Soorkhab
सेकुल,4,सेकुल,Sekul
सेख,3,सेख,Sekh
सेजजम,2,सेजजम,Sejajam
सेजाम,2,सेजाम,Sejam
सेजेम,2,सेजेम,Sezem
सेठ,4,सेठ,Seth
सेठी,1,सेठी,Sethi
सेरव,2,सेरव,Serav
सेराज,7,सेराज,Seraj
सेराजुददीन,1,सेराजुददीन,Serajuddin
सेवातुला,1,सेवातुला,Sevatula
सैकुल,14,सैकुल,Saikul
सैकूल,1,सैकूल,Saikool
सैठ,1,सैठ,Saith
सैदूल,1,सैदूल,Saidool
सैन,8,सैन,San
सैफुल्लाह,4,सैफुल्लाह,Saifullah
सैफुल्हा,1,सैफुल्हा,Saifulha
सैबुल,1,सैबुल,Saibul
सैयाद,6,सैयाद,Saiyad
सैराज,16,सैराज,Sairaj
सैराजउद्दीन,1,सैराजउद्दीन,Sairajuddin
सॉनार,1,सॉनार,Sonar
सोईज,1,सोईज,Soiz
सोईब,1,सोईब,Soib
सोएब,4,सोएब,Soeb
सोधारी,1,सोधारी,Sodhari
सोनकर,3,सोनकर,Sonkar
सोना,1,सोना,Sona
सोनान,1,सोनान,Sonan
सोनार,52,सोनार,Sonar
सोनी,2,सोनी,Sony
सोनू,5,सोनू,Sonu
सोनोवर,1,सोनोवर,Sonover
सोपन,1,सोपन,Sopan
सोयब,1,सोयब,Soyab
सोरन,13,सोरन,Soran
सोराव,1,सोराव,Sorav
सोरेंस,1,सोरेंस,Sorens
सोरेन,62,सोरेन,Soren
सोरैन,6,सोरैन,Sorain
सोलंकी,1,सोलंकी,Solanki
सोलकी,1,सोलकी,Solaki
सोहन,1,सोहन,Sohan
सोहराब,4,सोहराब,Sohraab
सोहराव,1,सोहराव,Sohrao
सोहिक,1,सोहिक,Sohic
सोहेल,3,सोहेल,Sohail
सोहैल,4,सोहैल,Sohail
सौकत,5,सौकत,Soukath
सौगैर,1,सौगैर,Saugair
सौनान,1,सौनान,Sounan
सौनार,17,सौनार,Saunar
सौफुल,1,सौफुल,Souful
सौरभ,7,सौरभ,Saurabh
सौरव,1,सौरव,Saurav
सौरेन,1,सौरेन,Souren
सौलंकी,1,सौलंकी,Saulanki
सौवराती,1,सौवराती,Souvrati
सौहराब,4,सौहराब,Souhraab
सौहराबशाह,1,सौहराबशाह,Souharabashah
सौहेल,1,सौहेल,Souhel
स्किल,2,स्किल,Skill
स्टार,1,स्टार,Star
स्तर,1,स्तर,Star
स्म्शुद्दीन,1,स्म्शुद्दीन,Smshuddin
स्लिम,1,स्लिम,Slim
स्लैम,1,स्लैम,Slam
स्लौद्धीन,2,स्लौद्धीन,Slouddheen
स्ल्लौदृदीन,1,स्ल्लौदृदीन,Sllaudridin
स्ल्लौद्धीन,1,स्ल्लौद्धीन,Sllouddheen
स्व,3,स्व,Sva
स्वंकार,1,स्वंकार,Svankar
स्वपचौरसिया,1,स्वपचौरसिया,Svapachaurasiya
स्वरूप,1,स्वरूप,Swaroop
स्वर्णकर,1,स्वर्णकर,Svarnakar
स्वर्णकार,73,स्वर्णकार,Svarnakar
स्वामी,1,स्वामी,Swami
स्साव,1,स्साव,Ssav
ह,2,ह,Ha
ह008त,1,हत,Hat
हंशदा,3,हंशदा,Hanshada
हंस,1,हंस,Hans
हंस्दा,1,हंस्दा,Hansda
हअदीन,1,हअदीन,Hadin
हक,245,हक,Hak
हक',28,हक,Hak
हक़,91,हक़,Haq
हका',1,हका,Haka
हकिम,1,हकिम,Hakim
हकीम,21,हकीम,Hakim
हकुए,1,हकुए,Haque
हजाम,32,हजाम,Hazam
हजारी,13,हजारी,Hazari
हतो,2,हतो,Hato
हदिस,2,हदिस,Hadis
हदीश,2,हदीश,Hadith
हदीस,4,हदीस,Hadith
हनन,1,हनन,Hanan
हननान,2,हननान,Hananan
हनान,9,हनान,Hanan
हनाम,1,हनाम,Hanam
हनिफ,2,हनिफ,Hanif
हनी,1,हनी,Honey
हनीपा,1,हनीपा,Hanipa
हनीफ,46,हनीफ,Haneef
हनीफउद्दीन,1,हनीफउद्दीन,Haneefauddin
हनीफ़,4,हनीफ़,Hanif
हफ़ीज़,1,हफ़ीज़,Hafeez
हफिज,2,हफिज,Hafiz
हफिश,1,हफिश,Hafish
हफीज,15,हफीज,Hafiz
हफीजूल,1,हफीजूल,Hafizul
हबारी,2,हबारी,Habari
हबिब,1,हबिब,Habib
हबिबुदीन,1,हबिबुदीन,Habibudin
हबिव,3,हबिव,Habiv
हबीब,30,हबीब,Habib
हबीबुर्रहमान,1,हबीबुर्रहमान,Habiburrahman
हबील,1,हबील,Habil
हबीस,1,हबीस,Habis
हबुल,1,हबुल,Habul
हम,1,हम,Hum
हमद,2,हमद,Hamad
हमायुन,1,हमायुन,Hamayun
हमिद,2,हमिद,Hamid
हमीद,51,हमीद,Hamid
हमीर,1,हमीर,Hamir
हम्ब्रॉम,1,हम्ब्रॉम,Humbrom
हयात,2,हयात,Hayat
हरिजन,5,हरिजन,Harijan
हरुन,1,हरुन,Harun
हरूण,1,हरूण,Haroon
हरून,3,हरून,Haroon
हलक,1,हलक,Halak
हलबाई,11,हलबाई,Halabai
हलवाइ,1,हलवाइ,Halavai
हलवाई,38,हलवाई,Halavai
हलिम,9,हलिम,Halim
हलीम,33,हलीम,Halim
हलुँवाई,1,हलुँवाई,Halunvai
हवारी,19,हवारी,Havari
हविव,4,हविव,Haviv
हवीव,5,हवीव,Haviv
हशन,1,हशन,Hashan
हशरत,1,हशरत,Hashrat
हषत,1,हषत,Hashat
हसद,1,हसद,Hasad
हसदा,5,हसदा,Hasada
हसन,206,हसन,Hasan
हसनरजा,1,हसनरजा,Hasnaraja
हसनात,3,हसनात,Hasnat
हसनाथ,1,हसनाथ,Hasnath
हसनु,2,हसनु,Hasnu
हसनू,3,हसनू,Hasnu
हसनैन,6,हसनैन,Hasnain
हसमत,1,हसमत,Hasmat
हसरत,3,हसरत,Hasrat
हसिम,1,हसिम,Hasim
हसीन,3,हसीन,Hasin
हसीब,19,हसीब,Hasib
हसीम,2,हसीम,Haseem
हसीव,1,हसीव,Hasiva
हसैन,1,हसैन,Hasain
हस्दा,1,हस्दा,Hasda
हस्सन,3,हस्सन,Hassan
हस्सिम,1,हस्सिम,Hassim
हहुद,1,हहुद,Hhhud
हांस्दा,2,हांस्दा,Hansda
हाकिम,5,हाकिम,Hakim
हाजरी,1,हाजरी,Hajari
हाजिम,1,हाजिम,Hajim
हातिम,2,हातिम,Hatim
हादी,1,हादी,Hadi
हानीफ,1,हानीफ,Hanif
हान्नान,1,हान्नान,Hannan
हाफिज,6,हाफिज,Hafiz
हाफीज,2,हाफीज,Hafiz
हामान,1,हामान,Haman
हामिद,6,हामिद,Hamid
हायेत,1,हायेत,Hayet
हारिजनप,1,हारिजनप,Harijanap
हारिश,1,हारिश,Harish
हारुन,1,हारुन,Harun
हारूण,8,हारूण,Harun
हारून,13,हारून,Harun
हारूल,1,हारूल,Harul
हालिम,3,हालिम,Halim
हाशन,1,हाशन,Hashan
हाशिम,4,हाशिम,Hashim
हाशीम,1,हाशीम,Hasheem
हासमी,1,हासमी,Hasmi
हासिम,47,हासिम,Hasim
हासीम,12,हासीम,Hasim
हिउसैन,1,हिउसैन,Hiusain
हिमांशु,2,हिमांशु,Himanshu
हिमांसु,1,हिमांसु,Himansu
हीम,1,हीम,Heem
हुकार,1,हुकार,Hukar
हुजमा,2,हुजमा,Hujma
हुज्जमा,1,हुज्जमा,Huzzama
हुड्डा,1,हुड्डा,Hudda
हुदा,5,हुदा,Huda
हुदुदा,1,हुदुदा,Hududa
हुमायू,1,हुमायू,Humayu
हुमायूँ,1,हुमायूँ,Humayoon
हुर्सन,1,हुर्सन,Hursan
हुसन,9,हुसन,Husan
हुसियान,1,हुसियान,Husian
हुसेठैन,5,हुसेठैन,Husethain
हुसेन,29,हुसेन,Husen
हुसैठैन,2,हुसैठैन,Husaithain
हुसैन,1321,हुसैन,Hussain
हुसैनी,3,हुसैनी,Hussaini
हुसैन्घा,1,हुसैन्घा,Husaingha
हुसैर,1,हुसैर,Husair
हूएुसैन,1,हूएुसैन,Huueusain
हूसन,1,हूसन,Husan
हूसैन,3,हूसैन,Hussain
हेंब्रम,1,हेंब्रम,Hembram
हेप्रेम,1,हेप्रेम,Heprem
हेब्रम,1,हेब्रम,Hebram
हेब्रोम,2,हेब्रोम,Hebrom
हेमब्रम,1,हेमब्रम,Hembram
हेमरम,12,हेमरम,Hemaram
हेम्द्रम,3,हेम्द्रम,Hemdram
हेम्प्रद,1,हेम्प्रद,Hemprad
हेम्प्रम,3,हेम्प्रम,Hemprum
हेम्बरम,2,हेम्बरम,Hembaram
हेम्ब्तम,1,हेम्ब्तम,Hembtam
हेम्ब्रम,44,हेम्ब्रम,Hembram
हेम्ब्रीम,1,हेम्ब्रीम,Hembrim
हेम्ब्रोम,1,हेम्ब्रोम,Hembrom
हेम््रम,1,हेम््रम,Hemram
हेयात,1,हेयात,Heat
हेला,3,हेला,Hela
हेलाल,3,हेलाल,Helal
हेसरम,1,हेसरम,Hesaram
हैदर,37,हैदर,Haidar
हैमरम,21,हैमरम,Hamrum
हैमायून,2,हैमायून,Haimayoon
हैम्प्रम,1,हैम्प्रम,Hamprom
हैम्बरम,5,हैम्बरम,Hambram
हैम्ब्रम,6,हैम्ब्रम,Hambram
हैम्ब्रोम,2,हैम्ब्रोम,Heimbrom
हैयत,2,हैयत,Haiyat
हैयात,2,हैयात,Haiyat
हैवारी,1,हैवारी,Haivari
हैेमरम,1,हैेमरम,Hamarum
हॉस्दा,1,हॉस्दा,Hosda
होडा,1,होडा,Hoda
होदा,16,होदा,Hoda
हौदा,4,हौदा,Houda
हौदार,1,हौदार,Houdar
हौसैनी,1,हौसैनी,Hausaini
